timestamp,TimeS,Instance,RPM,RawRPM,Volt,Curr,Temp,CTot,MotTemp,Err
1774627427.565301,2675.00403,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.574776,2675.013505,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.584955,2675.023684,10,1757.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.594514,2675.033243,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.605054,2675.043783,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.6148438,2675.053573,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.625,2675.063729,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.634536,2675.073265,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.645007,2675.083736,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.65449,2675.093219,10,1757.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.665452,2675.104181,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.674782,2675.113511,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.685009,2675.123738,10,1757.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.695066,2675.133795,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.705092,2675.143821,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.714901,2675.15363,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.725497,2675.164226,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.73456,2675.173289,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.744982,2675.183711,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.755126,2675.193855,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.765297,2675.204026,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.77452,2675.213249,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.785009,2675.223738,10,1757.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.794726,2675.233455,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.805115,2675.243844,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.814554,2675.253283,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.824933,2675.263662,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.834805,2675.273534,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.845037,2675.283766,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.8545659,2675.293295,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.865272,2675.304001,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.8748,2675.313529,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.884976,2675.323705,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.894496,2675.333225,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.904928,2675.343657,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.914949,2675.353678,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.9254339,2675.364163,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.934489,2675.373218,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.945013,2675.383742,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.955035,2675.393764,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.965563,2675.404292,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.974495,2675.413224,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.984962,2675.423691,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627427.994679,2675.433408,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.005094,2675.443823,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.014488,2675.453217,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.024971,2675.4637,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.034884,2675.473613,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.045035,2675.483764,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.054513,2675.493242,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.065202,2675.503931,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.074735,2675.513464,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.085124,2675.523853,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.094536,2675.533265,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.104929,2675.543658,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.1146948,2675.553424,10,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.125424,2675.564153,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
1774627428.134486,2675.573215,10,1771.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
