freq_x,pre_x,post_x,freq_y,pre_y,post_y,freq_z,pre_z,post_z
0.0,-26.43560179222534,-26.43560179222534,0.0,-32.668575527365334,-32.668575527365334,0.0,-38.16076314572596,-38.16076314572596
1.9591544866561887,-18.587575527165278,-18.588498321786318,1.9591544866561887,-24.71641640730983,-24.717339101749992,1.9591544866561887,-21.338805855150326,-21.339728613351802
3.9183089733123775,-22.120630467157373,-22.124443522739195,3.9183089733123775,-28.384812416070435,-28.388624830487792,3.9183089733123775,-24.587868411752787,-24.591681268047022
5.877463459968566,-27.35243445586452,-27.361470627535546,5.877463459968566,-33.043870550097665,-33.052904290304234,5.877463459968566,-30.127240376128114,-30.136275559095026
7.836617946624755,-31.930336420984492,-31.947537566225837,7.836617946624755,-36.69725275115639,-36.71444769877536,7.836617946624755,-32.27259097801504,-32.28979178260367
9.795772433280943,-34.323509034581996,-34.35267244581471,9.795772433280943,-39.64062001150777,-39.66976742539807,9.795772433280943,-34.532264524503745,-34.56142747489452
11.754926919937132,-36.00487016978019,-36.05089072984831,11.754926919937132,-40.57451538104538,-40.62051079514959,11.754926919937132,-36.00080525154919,-36.04682582861142
13.714081406593321,-37.2877524903686,-37.356861990019105,13.714081406593321,-39.50571704447498,-39.57480812397973,13.714081406593321,-37.624603094637365,-37.69371009050725
15.67323589324951,-38.30409310175279,-38.40409125760874,15.67323589324951,-39.52010547899568,-39.62008812895118,15.67323589324951,-38.662619573395396,-38.76261338095058
17.632390379905697,-39.16342845737453,-39.30389895554058,17.632390379905697,-39.188794338592665,-39.329264367611565,17.632390379905697,-39.69897799669249,-39.839438292941914
19.591544866561886,-39.3350856146936,-39.52760578430874,19.591544866561886,-35.947206600990036,-36.139799414019585,19.591544866561886,-39.926535139398986,-40.11903946002876
21.550699353218075,-38.9225933142502,-39.18089541036451,21.550699353218075,-35.272494334879234,-35.53089554044417,21.550699353218075,-39.46836669116624,-39.72665005471939
23.509853839874264,-39.1504513377446,-39.4904963101287,23.509853839874264,-38.81848303979238,-39.158542720496094,23.509853839874264,-38.73800556359101,-39.07806872610599
25.469008326530453,-39.79194249233627,-40.23201502269961,25.469008326530453,-38.52152078108314,-38.96166811713993,25.469008326530453,-38.70496752381286,-39.145104722039314
27.428162813186642,-39.432432963962725,-39.99325017602523,27.428162813186642,-35.153915586696,-35.71499608302324,27.428162813186642,-37.69821703547814,-38.25915675938592
29.38731729984283,-36.83617340403699,-37.540882678742065,29.38731729984283,-31.211969562619217,-31.916981958187293,29.38731729984283,-35.86603230666236,-36.57080878619384
31.34647178649902,-37.78957444316526,-38.663034648727816,31.34647178649902,-32.84433027945552,-33.71817617413315,31.34647178649902,-38.149435820235496,-39.022858443523525
33.305626273155205,-40.22166350106295,-41.29070998799318,33.305626273155205,-37.0090738845997,-38.07857048287984,33.305626273155205,-41.32288432458866,-42.39173402904995
35.264780759811394,-40.69455547757685,-41.98825962153715,35.264780759811394,-39.58675391012579,-40.88068380018203,35.264780759811394,-42.5399495242268,-43.83320741362236
37.22393524646758,-40.93541452954801,-42.48422260996159,37.22393524646758,-41.248326905333016,-42.7970485698247,37.22393524646758,-43.64953410076991,-45.19747810370995
39.18308973312377,-40.86682602109843,-42.7025769226701,39.18308973312377,-40.99585023658152,-42.831558967046476,39.18308973312377,-43.874839309945266,-45.70942411576382
41.14224421977996,-40.5589845817635,-42.71472184711148,41.14224421977996,-40.943560203122814,-43.09915009542769,41.14224421977996,-43.150535767879035,-45.30514136247948
43.10139870643615,-40.64507218885068,-43.15473038717171,43.10139870643615,-42.76708625120054,-45.2756624834154,43.10139870643615,-42.4895475414838,-44.998280743710765
45.06055319309234,-40.07159277197283,-42.97078043416222,45.06055319309234,-45.076838757546234,-47.97265338773325,45.06055319309234,-42.03001879294318,-44.92811170286831
47.01970767974853,-39.2310750293862,-42.556785402557594,47.01970767974853,-45.908989463590125,-49.22934821955554,47.01970767974853,-42.232178409283314,-45.55597978592342
48.97886216640472,-37.15348406000988,-40.945256231956684,48.97886216640472,-48.03010667377993,-51.81121386904398,48.97886216640472,-43.61884463709955,-47.40589734265265
50.938016653060906,-38.440351728538424,-42.738023501741004,50.938016653060906,-49.470551501899095,-53.75339832550418,50.938016653060906,-45.17809350206492,-49.46897560153321
52.897171139717095,-39.29833621596449,-44.14747292895305,52.897171139717095,-49.57584246585344,-54.40807309746514,52.897171139717095,-46.69072533877204,-51.529839747506905
54.856325626373284,-40.00754398460113,-45.459174244858644,54.856325626373284,-49.607146924552836,-55.03967207689955,54.856325626373284,-47.35588531463268,-52.79492748263077
56.81548011302947,-40.68572450633158,-46.7985211004521,56.81548011302947,-49.8000984242697,-55.89069801871481,56.81548011302947,-48.13129376582326,-54.2278586144377
58.77463459968566,-40.345540126350116,-47.19043777517916,58.77463459968566,-49.07013050914352,-55.891663912068296,58.77463459968566,-48.43990200070668,-55.26401251627142
60.73378908634185,-39.60930388969586,-47.271422455587704,60.73378908634185,-49.859556391422934,-57.48866721336385,60.73378908634185,-49.22544074511302,-56.85790040245586
62.69294357299804,-39.84470960884589,-48.42677217234456,62.69294357299804,-49.95802800068168,-58.500636183643444,62.69294357299804,-49.68202953069721,-58.226427732698056
64.65209805965422,-39.74112820540803,-49.37543341963539,64.65209805965422,-49.32074511936492,-58.912144446250345,64.65209805965422,-49.82238502055668,-59.40997638163114
66.61125254631041,-40.40684859409516,-51.26067234648475,66.61125254631041,-50.61610600574489,-61.406868667365,66.61125254631041,-49.60263790329723,-60.403416127296346
68.5704070329666,-39.86403075583227,-52.16459752743503,68.5704070329666,-50.465866831869484,-62.68725371744294,68.5704070329666,-47.8410294017181,-60.09162633837589
70.52956151962279,-40.131701180611536,-54.179787811495245,70.52956151962279,-49.55102244173968,-63.51253849986492,70.52956151962279,-46.536459296980425,-60.53622161826872
72.48871600627898,-41.62068241348388,-57.839063638719836,72.48871600627898,-49.702717240607384,-65.81206387613543,72.48871600627898,-46.770212184054486,-62.930973541837375
74.44787049293517,-39.86283637958618,-57.782363044908145,74.44787049293517,-49.200995051317655,-66.98023111244521,74.44787049293517,-46.49781894848693,-64.33373942411646
76.40702497959136,-37.73750789084881,-56.08686830245823,76.40702497959136,-44.41594600824294,-62.69535600345346,76.40702497959136,-42.618578242661215,-60.92229729403881
78.36617946624754,-38.69008266857856,-57.44546036575406,78.36617946624754,-44.06332499985781,-62.757762651156746,78.36617946624754,-42.80420621131515,-61.516426050394415
80.32533395290373,-42.618829843073385,-61.74359817393329,80.32533395290373,-44.91552966657302,-64.0047038345202,80.32533395290373,-44.27271320467696,-63.37279992940232
82.28448843955992,-44.11816360270458,-63.6288345530708,82.28448843955992,-45.461898553497626,-64.94796876828715,82.28448843955992,-45.74627465682375,-65.22664245014825
84.24364292621611,-44.38342946242696,-64.29645674095947,84.24364292621611,-45.952880015731,-65.8343037859601,84.24364292621611,-47.35149703808999,-67.1996437780683
86.2027974128723,-44.653782610722686,-64.96757402179054,86.2027974128723,-47.74351551245342,-67.98345970674728,86.2027974128723,-49.1195083703742,-69.31738549655292
88.16195189952849,-43.93348324769114,-63.50103318929691,88.16195189952849,-50.33682922093611,-69.74752216678021,88.16195189952849,-49.91315020617418,-69.33804410799499
90.12110638618468,-43.86119176855429,-62.36275176546809,90.12110638618468,-52.81130203543192,-71.08973400020253,90.12110638618468,-49.17084756798458,-67.5673477149506
92.08026087284087,-45.667567666312664,-63.42600820999011,92.08026087284087,-53.70345145179458,-71.25120153742552,92.08026087284087,-49.50518715816352,-67.18614531242797
94.03941535949706,-46.0408233868577,-63.32305338133379,94.03941535949706,-54.272830790741644,-71.34080707716203,94.03941535949706,-49.94016142636572,-67.14493930429107
95.99856984615325,-47.36690667339032,-64.3352823908947,95.99856984615325,-55.339922735951504,-72.08053127162538,95.99856984615325,-50.08946838441954,-67.00154284472336
97.95772433280943,-49.14000116584106,-65.91706000891242,97.95772433280943,-55.736830879820936,-72.30765504190603,97.95772433280943,-49.4467717631845,-66.21723546342798
99.91687881946562,-49.82583700174392,-66.53446103488577,99.91687881946562,-56.05395886523568,-72.55863722263253,99.91687881946562,-48.88840856854561,-65.61719377701948
101.87603330612181,-50.634721776272684,-67.35221325458673,101.87603330612181,-55.97811770691871,-72.513598319443,101.87603330612181,-48.28870101310197,-65.05756263272266
103.835187792778,-51.86320574458507,-68.64123620038286,103.835187792778,-56.382185069926926,-72.99026602246559,103.835187792778,-48.8144593578718,-65.66725012014312
105.79434227943419,-52.51499338678763,-69.42041016470823,105.79434227943419,-55.767069054336716,-72.54810551247381,105.79434227943419,-49.87569285356954,-66.85369646931588
107.75349676609038,-53.082658843002186,-70.16137809441547,107.75349676609038,-55.638563345325196,-72.61473138876212,107.75349676609038,-50.38208936500123,-67.54175738108923
109.71265125274657,-53.38611104760695,-70.68483620693445,109.71265125274657,-56.24414419732922,-73.41845085231297,109.71265125274657,-50.19137068916856,-67.58964148272587
111.67180573940276,-54.053172537400265,-71.59067622474362,111.67180573940276,-55.160583421286574,-72.64945226429967,111.67180573940276,-50.489485221762145,-68.14854039998326
113.63096022605895,-54.70706019473443,-72.51121103889204,113.63096022605895,-53.91536863136241,-71.75450684902079,113.63096022605895,-49.607074196196976,-67.59107127004864
115.59011471271513,-54.71593226774584,-72.84345191641276,115.59011471271513,-53.25287830012578,-71.44554612958994,115.59011471271513,-48.96578050978407,-67.2984270957193
117.54926919937132,-54.304601750205634,-72.8041995361179,117.54926919937132,-52.89928464372977,-71.4617221422728,117.54926919937132,-49.177338694578765,-67.8658463285183
119.50842368602751,-53.969338701058916,-72.86604995606251,119.50842368602751,-52.60041628357718,-71.5592576687894,119.50842368602751,-48.31530474080467,-67.41756801670705
121.4675781726837,-53.719348488970326,-73.03814738736351,121.4675781726837,-53.10159842532451,-72.45035529655753,121.4675781726837,-47.480885311176635,-67.02581254054746
123.42673265933989,-53.29877925654547,-73.07862943749309,123.42673265933989,-52.9295314242849,-72.72772563141994,123.42673265933989,-46.85142890389346,-66.86509352613677
125.38588714599608,-53.5337888962801,-73.7722220585744,125.38588714599608,-52.85691144367327,-73.13138662933959,125.38588714599608,-46.86605865218719,-67.36547655229317
127.34504163265227,-52.39199157188403,-73.19743637771263,127.34504163265227,-52.89028229568167,-73.66909322716037,127.34504163265227,-45.86828462899577,-66.91566353834978
