TimeS,MagField,Throttle
2680.602925,584.7195909151668,0.0
2680.70286,571.2661376276385,0.0
2680.802642,578.2395697286722,0.0
2680.90309,570.9789838514199,0.0
2681.002638,575.1990959659099,0.0
2681.102847,558.6385235552593,0.0
2681.20287,561.453470912773,0.0
2681.30264,575.459816147053,0.0
2681.402679,561.0873372301321,0.0
2681.502818,568.6624657914394,0.0
2681.602516,557.9614682036745,0.0
2681.702528,565.238002968661,0.0
2681.802535,573.1849614217037,0.0
2681.902549,577.0372604953687,0.0
2682.00257,577.3993418770063,0.0
2682.102573,571.1558456323457,0.0
2682.202702,578.3511044339762,0.0
2682.30274,557.4917039741489,0.0
2682.402815,569.442710024459,0.0
2682.502525,563.5911638767947,0.0
2682.602712,561.8273756235095,0.0
2682.702577,572.6517266192428,0.0
2682.802686,573.5320392096679,0.0
2682.902692,559.3147593260883,0.0
2683.002696,567.8564959565049,0.0
2683.102706,583.6514370752461,0.0
